request,Filing_Jurisdiction:token,Filing_Jurisdiction:id,Filing_Jurisdiction,Filing_Year:token,Filing_Year:id,Filing_Year,Spender_Business_Classification:token,Spender_Business_Classification:id,Spender_Business_Classification,Spender_Industry:token,Spender_Industry:id,Spender_Industry,Spender_Sector:token,Spender_Sector:id,Spender_Sector,#_of_Records,Total_$
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2017&lby-f-ccb=186",lby-s,CO,CO,lby-y,2017,2017,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",71,221500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2013&lby-f-ccb=194",lby-s,NY,NY,lby-y,2013,2013,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",16,220750.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2018&lby-f-ccb=185",lby-s,NY,NY,lby-y,2018,2018,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",40,220500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WI&lby-y=2014&lby-f-ccb=192",lby-s,WI,WI,lby-y,2014,2014,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",28,219452.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2016&lby-f-ccb=288",lby-s,CO,CO,lby-y,2016,2016,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",188,215631.73
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MA&lby-y=2017&lby-f-ccb=283",lby-s,MA,MA,lby-y,2017,2017,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",34,213431.67
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WI&lby-y=2017&lby-f-ccb=192",lby-s,WI,WI,lby-y,2017,2017,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,210536.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2013&lby-f-ccb=186",lby-s,FL,FL,lby-y,2013,2013,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",21,210000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MA&lby-y=2017&lby-f-ccb=185",lby-s,MA,MA,lby-y,2017,2017,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",5,209500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2018&lby-f-ccb=190",lby-s,NJ,NJ,lby-y,2018,2018,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",11,206700.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=WA&lby-y=2017&lby-f-ccb=288",lby-s,WA,WA,lby-y,2017,2017,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",156,205478.79
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2014&lby-f-ccb=190",lby-s,FL,FL,lby-y,2014,2014,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",27,205000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MI&lby-y=2018&lby-f-ccb=288",lby-s,MI,MI,lby-y,2018,2018,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",21,204676.55
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2016&lby-f-ccb=191",lby-s,AK,AK,lby-y,2016,2016,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",260,204564.35
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2018&lby-f-ccb=188",lby-s,TX,TX,lby-y,2018,2018,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",7,200005.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2015&lby-f-ccb=191",lby-s,FL,FL,lby-y,2015,2015,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",23,200000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2016&lby-f-ccb=185",lby-s,FL,FL,lby-y,2016,2016,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",18,200000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2018&lby-f-ccb=190",lby-s,FL,FL,lby-y,2018,2018,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",20,200000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2014&lby-f-ccb=188",lby-s,TX,TX,lby-y,2014,2014,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",10,200000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CT&lby-y=2016&lby-f-ccb=190",lby-s,CT,CT,lby-y,2016,2016,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",2,197864.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2015&lby-f-ccb=288",lby-s,KY,KY,lby-y,2015,2015,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",96,197608.74
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2015&lby-f-ccb=190",lby-s,FL,FL,lby-y,2015,2015,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",17,195000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2017&lby-f-ccb=283",lby-s,NY,NY,lby-y,2017,2017,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",60,193943.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CA&lby-y=2013&lby-f-ccb=194",lby-s,CA,CA,lby-y,2013,2013,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",18,192355.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2015&lby-f-ccb=194",lby-s,FL,FL,lby-y,2015,2015,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",28,190000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2015&lby-f-ccb=257",lby-s,TX,TX,lby-y,2015,2015,lby-f-ccb,257,"Republican-based groups (but not official party committees) and generic conservative ones",lby-f-cci,73,"Conservative Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",24,190000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CA&lby-y=2017&lby-f-ccb=194",lby-s,CA,CA,lby-y,2017,2017,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",80,189115.04
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MI&lby-y=2015&lby-f-ccb=288",lby-s,MI,MI,lby-y,2015,2015,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",31,188948.85
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2017&lby-f-ccb=191",lby-s,AK,AK,lby-y,2017,2017,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",292,187613.43
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MI&lby-y=2017&lby-f-ccb=288",lby-s,MI,MI,lby-y,2017,2017,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",28,187293.28
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2013&lby-f-ccb=190",lby-s,FL,FL,lby-y,2013,2013,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",20,185000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2018&lby-f-ccb=288",lby-s,KY,KY,lby-y,2018,2018,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",120,184687.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2016&lby-f-ccb=283",lby-s,VT,VT,lby-y,2016,2016,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",83,184674.28
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2015&lby-f-ccb=186",lby-s,FL,FL,lby-y,2015,2015,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",28,180000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2017&lby-f-ccb=186",lby-s,FL,FL,lby-y,2017,2017,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",29,180000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2013&lby-f-ccb=192",lby-s,AK,AK,lby-y,2013,2013,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",36,175100.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2016&lby-f-ccb=186",lby-s,FL,FL,lby-y,2016,2016,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",28,175000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2013&lby-f-ccb=185",lby-s,NY,NY,lby-y,2013,2013,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,174000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2018&lby-f-ccb=257",lby-s,NY,NY,lby-y,2018,2018,lby-f-ccb,257,"Republican-based groups (but not official party committees) and generic conservative ones",lby-f-cci,73,"Conservative Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",117,170770.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2017&lby-f-ccb=283",lby-s,NJ,NJ,lby-y,2017,2017,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",3,170000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2018&lby-f-ccb=186",lby-s,VT,VT,lby-y,2018,2018,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",14,168667.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CA&lby-y=2016&lby-f-ccb=283",lby-s,CA,CA,lby-y,2016,2016,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",43,167252.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2016&lby-f-ccb=192",lby-s,AK,AK,lby-y,2016,2016,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",90,167250.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CA&lby-y=2018&lby-f-ccb=194",lby-s,CA,CA,lby-y,2018,2018,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",80,167000.04
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MI&lby-y=2016&lby-f-ccb=256",lby-s,MI,MI,lby-y,2016,2016,lby-f-ccb,256,"Limited Government",lby-f-cci,73,"Conservative Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",6,166977.93
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2018&lby-f-ccb=191",lby-s,NJ,NJ,lby-y,2018,2018,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,164615.66
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2017&lby-f-ccb=191",lby-s,NJ,NJ,lby-y,2017,2017,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,164535.88
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2013&lby-f-ccb=191",lby-s,NJ,NJ,lby-y,2013,2013,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",7,162139.35
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2014&lby-f-ccb=186",lby-s,NY,NY,lby-y,2014,2014,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",11,162000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2014&lby-f-ccb=191",lby-s,NJ,NJ,lby-y,2014,2014,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,160941.87
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2015&lby-f-ccb=191",lby-s,NJ,NJ,lby-y,2015,2015,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,160631.58
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2016&lby-f-ccb=191",lby-s,NJ,NJ,lby-y,2016,2016,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",8,160329.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2017&lby-f-ccb=188",lby-s,TX,TX,lby-y,2017,2017,lby-f-ccb,188,"Outdoor advertising services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",7,160004.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2016&lby-f-ccb=190",lby-s,FL,FL,lby-y,2016,2016,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",16,160000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=FL&lby-y=2017&lby-f-ccb=190",lby-s,FL,FL,lby-y,2017,2017,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",16,160000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2015&lby-f-ccb=283",lby-s,NY,NY,lby-y,2015,2015,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",51,157946.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MI&lby-y=2013&lby-f-ccb=192",lby-s,MI,MI,lby-y,2013,2013,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",10,152800.04
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MA&lby-y=2017&lby-f-ccb=186",lby-s,MA,MA,lby-y,2017,2017,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",14,150000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2013&lby-f-ccb=191",lby-s,TX,TX,lby-y,2013,2013,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",9,150000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CT&lby-y=2013&lby-f-ccb=190",lby-s,CT,CT,lby-y,2013,2013,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",2,148600.13
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2014&lby-f-ccb=185",lby-s,NY,NY,lby-y,2014,2014,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",12,148000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2015&lby-f-ccb=193",lby-s,NY,NY,lby-y,2015,2015,lby-f-ccb,193,"Marketing research services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",44,147761.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CT&lby-y=2013&lby-f-ccb=288",lby-s,CT,CT,lby-y,2013,2013,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",15,147463.35
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2016&lby-f-ccb=288",lby-s,NJ,NJ,lby-y,2016,2016,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",32,145772.55
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2014&lby-f-ccb=191",lby-s,AK,AK,lby-y,2014,2014,lby-f-ccb,191,"Political consultants & advisers",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",216,144824.59
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2017&lby-f-ccb=186",lby-s,VT,VT,lby-y,2017,2017,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",7,144424.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NE&lby-y=2017&lby-f-ccb=288",lby-s,NE,NE,lby-y,2017,2017,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",56,143837.28
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CT&lby-y=2014&lby-f-ccb=288",lby-s,CT,CT,lby-y,2014,2014,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",35,142157.71
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CO&lby-y=2016&lby-f-ccb=186",lby-s,CO,CO,lby-y,2016,2016,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",26,142000.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2017&lby-f-ccb=288",lby-s,AK,AK,lby-y,2017,2017,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",78,139682.49
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=AK&lby-y=2014&lby-f-ccb=288",lby-s,AK,AK,lby-y,2014,2014,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",62,139547.46
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2014&lby-f-ccb=283",lby-s,NJ,NJ,lby-y,2014,2014,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",8,138580.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=MA&lby-y=2018&lby-f-ccb=283",lby-s,MA,MA,lby-y,2018,2018,lby-f-ccb,283,"Drug Legalization Advocates",lby-f-cci,150,"Drug Policy",lby-f-ccg,10,"Ideology/Single Issue",17,138500.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=CT&lby-y=2014&lby-f-ccb=190",lby-s,CT,CT,lby-y,2014,2014,lby-f-ccb,190,"Employment agencies",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",2,138255.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2016&lby-f-ccb=192",lby-s,KY,KY,lby-y,2016,2016,lby-f-ccb,192,"Management consultants & services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",48,136100.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2016&lby-f-ccb=194",lby-s,NY,NY,lby-y,2016,2016,lby-f-ccb,194,"Security services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",28,133167.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=KY&lby-y=2014&lby-f-ccb=288",lby-s,KY,KY,lby-y,2014,2014,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",96,130342.24
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=TX&lby-y=2017&lby-f-ccb=185",lby-s,TX,TX,lby-y,2017,2017,lby-f-ccb,185,"Business services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",13,130002.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=VT&lby-y=2016&lby-f-ccb=186",lby-s,VT,VT,lby-y,2016,2016,lby-f-ccb,186,"Advertising & public relations services",lby-f-cci,61,"Business Services",lby-f-ccg,7,"General Business",17,129999.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NY&lby-y=2017&lby-f-ccb=257",lby-s,NY,NY,lby-y,2017,2017,lby-f-ccb,257,"Republican-based groups (but not official party committees) and generic conservative ones",lby-f-cci,73,"Conservative Policy Organization",lby-f-ccg,10,"Ideology/Single Issue",63,129019.00
"dt=3&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-cci=61,73,150,96,74&lby-s=NJ&lby-y=2013&lby-f-ccb=288",lby-s,NJ,NJ,lby-y,2013,2013,lby-f-ccb,288,"Health & welfare policy",lby-f-cci,96,"Health & Welfare Policy",lby-f-ccg,10,"Ideology/Single Issue",28,128792.47
